latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.493847,-0.1630249,23.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),weather_code (wmo code),wind_speed_10m (km/h),wind_direction_10m (°),cloud_cover (%)
2025-03-27T17:00,14.0,63,0.00,0,11.4,249,1
2025-03-27T18:00,13.0,68,0.00,0,9.9,241,1
2025-03-27T19:00,11.8,74,0.00,0,9.8,234,5
2025-03-27T20:00,10.8,80,0.00,0,10.0,229,12
2025-03-27T21:00,9.8,85,0.00,0,10.4,219,1
2025-03-27T22:00,8.9,89,0.00,0,10.7,217,7
2025-03-27T23:00,8.3,91,0.00,0,10.9,219,16
2025-03-28T00:00,7.9,92,0.00,2,11.4,213,78
2025-03-28T01:00,8.2,92,0.00,0,12.5,217,6
2025-03-28T02:00,7.9,94,0.00,3,12.5,219,95
2025-03-28T03:00,8.0,93,0.00,3,12.9,212,100
2025-03-28T04:00,8.3,91,0.00,3,13.3,212,100
2025-03-28T05:00,8.8,90,0.00,3,14.7,219,100
2025-03-28T06:00,9.4,91,0.00,3,13.9,218,100
2025-03-28T07:00,9.9,89,0.00,3,14.2,216,100
2025-03-28T08:00,10.2,88,0.10,51,14.2,220,100
2025-03-28T09:00,10.6,88,0.40,51,13.6,236,100
2025-03-28T10:00,10.7,86,0.20,51,13.9,266,100
2025-03-28T11:00,10.7,76,0.00,3,11.6,282,92
2025-03-28T12:00,12.3,60,0.00,0,13.4,288,16
2025-03-28T13:00,14.2,44,0.00,3,15.1,288,85
2025-03-28T14:00,13.9,45,0.00,2,15.7,292,63
2025-03-28T15:00,13.4,44,0.10,51,16.3,297,22
2025-03-28T16:00,13.1,40,0.00,0,15.0,305,1
2025-03-28T17:00,12.2,42,0.00,0,15.9,305,9
2025-03-28T18:00,11.0,46,0.00,0,14.5,307,5
2025-03-28T19:00,9.8,53,0.00,0,11.6,300,3
2025-03-28T20:00,9.0,57,0.00,0,11.6,296,2
2025-03-28T21:00,8.2,61,0.00,0,11.0,294,0
2025-03-28T22:00,7.4,66,0.00,0,10.3,293,0
2025-03-28T23:00,6.8,71,0.00,0,10.7,297,0
2025-03-29T00:00,6.2,75,0.00,0,10.5,299,0
2025-03-29T01:00,5.9,71,0.00,0,10.2,304,0
2025-03-29T02:00,5.3,74,0.00,0,9.7,299,0
2025-03-29T03:00,4.8,77,0.00,0,10.1,295,2
2025-03-29T04:00,4.4,79,0.00,0,9.8,294,1
2025-03-29T05:00,4.1,82,0.00,0,8.4,280,0
2025-03-29T06:00,3.7,85,0.00,0,7.9,266,0
2025-03-29T07:00,4.3,83,0.00,0,6.2,258,3
2025-03-29T08:00,5.8,76,0.00,0,5.7,259,7
2025-03-29T09:00,7.6,69,0.00,2,6.7,267,71
2025-03-29T10:00,9.3,61,0.00,2,6.8,268,64
2025-03-29T11:00,10.6,52,0.00,0,6.1,242,8
2025-03-29T12:00,11.8,45,0.00,2,9.3,245,50
2025-03-29T13:00,13.0,37,0.00,2,11.5,239,63
2025-03-29T14:00,13.4,36,0.00,1,14.3,239,42
2025-03-29T15:00,13.6,35,0.00,3,15.9,237,96
2025-03-29T16:00,13.3,39,0.00,3,16.0,245,81
2025-03-29T17:00,12.7,44,0.00,3,17.1,236,90
2025-03-29T18:00,11.5,53,0.00,3,15.3,230,98
2025-03-29T19:00,10.7,58,0.00,3,14.2,230,93
2025-03-29T20:00,9.8,65,0.00,3,15.5,228,100
2025-03-29T21:00,9.5,68,0.00,3,16.3,228,100
2025-03-29T22:00,9.8,71,0.00,3,17.6,235,100
2025-03-29T23:00,10.0,75,0.00,3,16.3,233,100
2025-03-30T00:00,10.3,80,0.00,3,15.7,237,100
2025-03-30T01:00,10.6,84,0.00,3,15.6,246,100
2025-03-30T02:00,10.8,87,0.00,3,14.7,252,100
2025-03-30T03:00,11.2,87,0.00,3,14.2,263,100
2025-03-30T04:00,11.2,85,0.00,3,13.7,273,100
2025-03-30T05:00,11.0,83,0.00,3,13.9,280,97
2025-03-30T06:00,10.3,82,0.00,3,13.3,286,86
2025-03-30T07:00,10.0,78,0.00,2,13.1,289,75
2025-03-30T08:00,10.5,70,0.00,3,15.0,291,85
2025-03-30T09:00,11.6,59,0.00,2,20.0,308,57
2025-03-30T10:00,12.3,57,0.00,1,16.2,310,33
2025-03-30T11:00,13.5,50,0.00,1,17.1,309,29
2025-03-30T12:00,14.3,47,0.00,1,16.8,307,25
2025-03-30T13:00,15.6,45,0.00,0,15.9,299,2
2025-03-30T14:00,15.9,42,0.00,0,16.5,302,0
2025-03-30T15:00,15.9,43,0.00,0,16.2,305,0
2025-03-30T16:00,15.6,43,0.00,0,16.0,314,0
2025-03-30T17:00,14.8,46,0.00,0,15.5,327,0
2025-03-30T18:00,13.8,49,0.00,0,13.2,340,1
2025-03-30T19:00,12.4,57,0.00,0,11.8,337,0
2025-03-30T20:00,11.4,62,0.00,0,10.8,328,0
2025-03-30T21:00,10.4,66,0.00,0,9.6,320,0
2025-03-30T22:00,9.6,70,0.00,0,9.4,328,13
2025-03-30T23:00,8.9,73,0.00,0,9.5,339,1
2025-03-31T00:00,8.3,75,0.00,0,8.6,349,3
2025-03-31T01:00,8.2,70,0.00,0,7.2,14,3
2025-03-31T02:00,7.6,74,0.00,0,6.1,19,2
2025-03-31T03:00,7.1,78,0.00,0,2.0,333,10
2025-03-31T04:00,6.8,79,0.00,0,2.5,270,0
2025-03-31T05:00,6.1,84,0.00,0,2.2,312,0
2025-03-31T06:00,5.9,85,0.00,0,3.5,15,2
2025-03-31T07:00,6.5,81,0.00,1,5.0,46,20
2025-03-31T08:00,8.2,70,0.00,1,3.1,59,35
2025-03-31T09:00,10.1,59,0.00,2,4.9,62,60
2025-03-31T10:00,11.7,52,0.00,1,4.6,64,33
2025-03-31T11:00,13.2,46,0.00,1,3.8,65,23
2025-03-31T12:00,14.4,44,0.00,0,5.3,62,9
2025-03-31T13:00,15.9,38,0.00,1,6.8,61,42
2025-03-31T14:00,16.3,37,0.00,3,6.2,78,89
2025-03-31T15:00,16.3,38,0.00,3,7.0,77,80
2025-03-31T16:00,16.1,39,0.00,1,7.6,82,49
2025-03-31T17:00,15.1,45,0.00,0,9.0,100,10
2025-03-31T18:00,13.5,54,0.00,0,9.9,106,6
2025-03-31T19:00,11.7,59,0.00,0,10.3,96,11
2025-03-31T20:00,10.2,61,0.00,0,10.8,91,2
2025-03-31T21:00,8.9,67,0.00,0,10.3,86,1
2025-03-31T22:00,8.1,74,0.00,0,10.0,84,3
2025-03-31T23:00,7.5,81,0.00,1,10.1,84,27
2025-04-01T00:00,6.9,86,0.00,0,9.8,83,0
2025-04-01T01:00,6.5,86,0.00,0,10.8,79,0
2025-04-01T02:00,6.1,89,0.00,0,10.6,79,0
2025-04-01T03:00,5.8,90,0.00,0,10.1,74,0
2025-04-01T04:00,5.5,92,0.00,0,10.3,71,8
2025-04-01T05:00,5.4,94,0.00,0,10.9,71,11
2025-04-01T06:00,5.4,94,0.00,0,11.0,71,1
2025-04-01T07:00,6.4,88,0.00,0,12.5,75,19
2025-04-01T08:00,8.1,77,0.00,2,14.1,86,62
2025-04-01T09:00,9.7,67,0.00,1,13.2,83,28
2025-04-01T10:00,10.9,59,0.00,0,14.6,86,1
2025-04-01T11:00,11.9,51,0.00,0,15.7,87,0
2025-04-01T12:00,12.5,46,0.00,0,16.3,84,0
2025-04-01T13:00,13.7,38,0.00,0,17.4,82,0
2025-04-01T14:00,13.5,41,0.00,0,17.6,82,0
2025-04-01T15:00,13.2,41,0.00,0,18.6,78,0
2025-04-01T16:00,12.6,41,0.00,0,19.7,80,0
2025-04-01T17:00,11.6,49,0.00,0,19.8,78,0
2025-04-01T18:00,10.6,56,0.00,0,17.4,74,0
2025-04-01T19:00,9.8,62,0.00,0,15.5,72,0
2025-04-01T20:00,9.2,64,0.00,0,15.0,71,0
2025-04-01T21:00,9.0,68,0.00,0,13.7,68,0
2025-04-01T22:00,8.8,70,0.00,0,13.2,68,0
2025-04-01T23:00,8.9,69,0.00,0,13.2,73,0
2025-04-02T00:00,8.8,69,0.00,0,12.7,77,0
2025-04-02T01:00,8.6,68,0.00,0,13.1,78,0
2025-04-02T02:00,8.2,70,0.00,0,12.2,74,0
2025-04-02T03:00,7.9,72,0.00,0,12.0,72,0
2025-04-02T04:00,7.6,73,0.00,0,11.7,63,0
2025-04-02T05:00,7.3,74,0.00,0,13.4,62,0
2025-04-02T06:00,7.3,73,0.00,0,13.9,61,0
2025-04-02T07:00,8.2,69,0.00,0,12.6,62,0
2025-04-02T08:00,9.7,63,0.00,0,14.5,62,0
2025-04-02T09:00,11.1,59,0.00,0,16.4,73,0
2025-04-02T10:00,12.3,52,0.00,0,17.7,75,0
2025-04-02T11:00,13.2,48,0.00,0,19.8,74,0
2025-04-02T12:00,13.7,48,0.00,1,20.8,72,36
2025-04-02T13:00,15.7,41,0.00,0,21.1,67,11
2025-04-02T14:00,15.9,40,0.00,1,22.1,65,22
2025-04-02T15:00,15.6,42,0.00,0,21.5,66,0
2025-04-02T16:00,15.0,46,0.00,0,20.3,70,0
2025-04-02T17:00,13.9,52,0.00,0,19.1,71,0
2025-04-02T18:00,12.9,57,0.00,0,15.6,67,3
2025-04-02T19:00,12.0,62,0.00,0,15.9,63,0
2025-04-02T20:00,11.4,65,0.00,0,15.1,62,0
2025-04-02T21:00,11.0,68,0.00,0,14.6,61,0
2025-04-02T22:00,10.8,70,0.00,0,15.3,60,0
2025-04-02T23:00,10.8,69,0.00,0,15.5,62,0
2025-04-03T00:00,10.7,70,0.00,0,15.1,64,0
2025-04-03T01:00,10.0,70,0.00,0,14.0,62,7
2025-04-03T02:00,9.8,72,0.00,0,13.5,63,6
2025-04-03T03:00,9.5,74,0.00,0,12.6,64,0
2025-04-03T04:00,9.2,76,0.00,0,12.4,64,0
2025-04-03T05:00,8.9,77,0.00,0,12.0,69,0
2025-04-03T06:00,8.8,78,0.00,0,12.3,69,0
2025-04-03T07:00,9.7,74,0.00,0,10.0,64,0
2025-04-03T08:00,11.3,67,0.00,0,12.4,71,0
2025-04-03T09:00,13.0,60,0.00,0,12.5,78,0
2025-04-03T10:00,14.6,54,0.00,0,13.1,77,0
2025-04-03T11:00,15.9,50,0.00,0,14.0,77,0
2025-04-03T12:00,16.9,47,0.00,0,14.2,83,15
2025-04-03T13:00,18.4,37,0.00,1,16.9,82,21
2025-04-03T14:00,18.6,37,0.00,0,15.9,85,19
2025-04-03T15:00,18.4,39,0.00,3,16.6,87,100
2025-04-03T16:00,17.3,45,0.00,3,15.8,91,100
2025-04-03T17:00,16.2,52,0.00,3,14.8,87,100
2025-04-03T18:00,15.3,57,0.00,3,10.6,81,96
2025-04-03T19:00,14.5,62,0.00,3,10.4,76,100
2025-04-03T20:00,13.9,65,0.00,3,11.3,80,99
2025-04-03T21:00,13.5,66,0.00,3,11.1,82,97
2025-04-03T22:00,13.0,70,0.00,3,9.8,84,91
2025-04-03T23:00,12.7,73,0.00,1,8.7,77,44
2025-04-04T00:00,12.2,77,0.00,2,8.4,71,57
2025-04-04T01:00,11.3,72,0.00,3,9.0,60,99
2025-04-04T02:00,10.9,75,0.00,3,8.8,59,100
2025-04-04T03:00,10.7,75,0.00,3,9.2,55,100
2025-04-04T04:00,10.5,75,0.00,3,9.8,58,96
2025-04-04T05:00,10.2,75,0.00,3,10.7,63,100
2025-04-04T06:00,10.1,75,0.00,3,10.1,63,100
2025-04-04T07:00,10.7,71,0.00,3,9.2,62,100
2025-04-04T08:00,12.0,66,0.00,3,8.9,63,84
2025-04-04T09:00,14.3,58,0.00,3,10.0,67,87
2025-04-04T10:00,16.6,51,0.00,3,11.5,70,84
2025-04-04T11:00,18.5,46,0.00,2,13.6,72,71
2025-04-04T12:00,19.5,43,0.00,0,14.2,74,10
2025-04-04T13:00,21.3,32,0.00,1,15.5,80,38
2025-04-04T14:00,21.4,30,0.00,0,16.1,80,12
2025-04-04T15:00,21.0,31,0.00,1,16.3,77,36
2025-04-04T16:00,20.2,33,0.00,3,16.3,72,80
2025-04-04T17:00,19.0,37,0.00,3,15.0,69,94
2025-04-04T18:00,17.7,42,0.00,3,14.5,65,97
2025-04-04T19:00,16.1,49,0.00,3,15.5,62,92
2025-04-04T20:00,14.5,53,0.00,3,13.9,60,82
2025-04-04T21:00,13.2,56,0.00,0,13.5,57,0
2025-04-04T22:00,11.9,60,0.00,0,14.3,51,0
2025-04-04T23:00,10.7,63,0.00,0,14.2,49,0
2025-04-05T00:00,9.8,64,0.00,0,13.8,47,0
2025-04-05T01:00,9.1,63,0.00,0,14.6,46,0
2025-04-05T02:00,8.6,63,0.00,0,14.6,45,0
2025-04-05T03:00,8.1,65,0.00,0,13.8,43,0
2025-04-05T04:00,7.4,68,0.00,0,14.7,40,0
2025-04-05T05:00,6.8,73,0.00,0,14.5,42,0
2025-04-05T06:00,6.5,77,0.00,0,14.4,44,0
2025-04-05T07:00,7.1,76,0.00,0,12.1,43,0
2025-04-05T08:00,8.8,69,0.00,0,12.4,47,0
2025-04-05T09:00,10.8,64,0.00,0,13.0,49,0
2025-04-05T10:00,13.0,58,0.00,0,12.7,52,0
2025-04-05T11:00,15.0,53,0.00,0,13.3,58,0
2025-04-05T12:00,16.3,50,0.00,0,15.5,61,0
2025-04-05T13:00,17.8,35,0.00,0,17.7,60,0
2025-04-05T14:00,17.6,34,0.00,0,17.9,61,0
2025-04-05T15:00,17.0,33,0.00,0,17.5,60,0
2025-04-05T16:00,16.1,34,0.00,0,17.7,59,0
2025-04-05T17:00,14.7,37,0.00,0,17.8,57,0
2025-04-05T18:00,13.0,37,0.00,0,18.0,55,0
2025-04-05T19:00,11.3,42,0.00,0,17.9,56,1
2025-04-05T20:00,9.8,48,0.00,0,16.6,56,7
2025-04-05T21:00,8.7,52,0.00,0,15.2,54,0
2025-04-05T22:00,8.1,52,0.00,0,15.6,55,0
2025-04-05T23:00,7.7,57,0.00,0,14.2,55,0
2025-04-06T00:00,7.3,65,0.00,0,13.3,55,0
2025-04-06T01:00,6.5,73,0.00,0,13.4,53,0
2025-04-06T02:00,6.3,76,0.00,0,13.0,52,0
2025-04-06T03:00,6.3,77,0.00,0,13.0,52,14
2025-04-06T04:00,6.3,76,0.00,0,12.6,53,8
2025-04-06T05:00,6.3,76,0.00,0,12.5,54,0
2025-04-06T06:00,6.3,76,0.00,0,13.2,55,0
2025-04-06T07:00,7.3,71,0.00,0,10.7,46,4
2025-04-06T08:00,9.0,65,0.00,0,13.8,57,0
2025-04-06T09:00,10.7,59,0.00,0,14.5,67,0
2025-04-06T10:00,12.0,51,0.00,0,14.9,70,0
2025-04-06T11:00,13.1,46,0.00,0,15.3,73,0
2025-04-06T12:00,13.7,42,0.00,0,15.1,75,0
2025-04-06T13:00,15.2,32,0.00,0,14.3,72,0
2025-04-06T14:00,15.2,30,0.00,0,14.3,72,0
2025-04-06T15:00,14.8,30,0.00,0,14.6,70,0
2025-04-06T16:00,13.9,30,0.00,0,14.9,68,0
2025-04-06T17:00,12.6,32,0.00,0,15.7,68,0
2025-04-06T18:00,11.1,36,0.00,0,15.2,68,0
2025-04-06T19:00,9.9,44,0.00,0,13.2,64,0
2025-04-06T20:00,9.1,51,0.00,0,11.9,59,0
2025-04-06T21:00,8.5,55,0.00,0,11.9,59,0
2025-04-06T22:00,7.9,57,0.00,0,10.8,58,0
2025-04-06T23:00,7.3,62,0.00,0,10.5,55,0
2025-04-07T00:00,6.8,67,0.00,0,10.0,51,0
2025-04-07T01:00,5.8,69,0.00,0,10.1,50,0
2025-04-07T02:00,5.4,74,0.00,0,10.0,49,0
2025-04-07T03:00,5.0,78,0.00,0,9.6,43,0
2025-04-07T04:00,4.6,82,0.00,0,9.6,40,0
2025-04-07T05:00,4.2,85,0.00,0,9.4,40,0
2025-04-07T06:00,4.2,87,0.00,0,9.0,44,0
2025-04-07T07:00,5.3,81,0.00,0,6.6,43,0
2025-04-07T08:00,7.3,72,0.00,0,7.5,50,0
2025-04-07T09:00,9.5,61,0.00,0,9.4,60,0
2025-04-07T10:00,11.4,48,0.00,0,11.0,67,0
2025-04-07T11:00,12.5,45,0.00,0,11.3,73,0
2025-04-07T12:00,13.4,41,0.00,0,11.1,77,0
2025-04-07T13:00,14.8,32,0.00,0,10.8,72,0
2025-04-07T14:00,15.0,31,0.00,0,11.0,72,0
2025-04-07T15:00,14.8,30,0.00,0,10.8,72,0
2025-04-07T16:00,14.2,31,0.00,0,10.8,72,0
2025-04-07T17:00,13.3,34,0.00,0,11.1,74,0
2025-04-07T18:00,12.0,37,0.00,0,11.8,79,0
2025-04-07T19:00,10.5,39,0.00,0,11.2,85,0
2025-04-07T20:00,9.5,41,0.00,0,10.0,84,0
2025-04-07T21:00,8.7,49,0.00,0,8.9,83,0
2025-04-07T22:00,8.0,55,0.00,0,8.6,78,0
2025-04-07T23:00,7.4,62,0.00,0,7.9,74,0
2025-04-08T00:00,6.9,69,0.00,0,6.9,51,0
2025-04-08T01:00,6.1,71,0.00,0,6.5,30,0
2025-04-08T02:00,5.6,73,0.00,0,7.5,35,0
2025-04-08T03:00,5.0,75,0.00,0,8.7,47,0
2025-04-08T04:00,4.6,77,0.00,0,8.2,52,0
2025-04-08T05:00,4.2,81,0.00,0,6.6,45,0
2025-04-08T06:00,4.1,83,0.00,0,7.4,34,0
2025-04-08T07:00,5.2,78,0.00,0,5.8,39,0
2025-04-08T08:00,7.2,70,0.00,0,5.4,48,0
2025-04-08T09:00,9.6,62,0.00,0,5.9,55,11
2025-04-08T10:00,11.8,50,0.00,3,6.3,59,95
2025-04-08T11:00,13.3,41,0.00,3,8.5,73,98
2025-04-08T12:00,14.4,38,0.00,3,8.0,72,98
2025-04-08T13:00,15.7,32,0.00,3,8.4,74,100
2025-04-08T14:00,16.0,32,0.00,3,8.2,75,100
2025-04-08T15:00,15.9,33,0.00,3,8.7,76,100
2025-04-08T16:00,15.3,34,0.00,3,10.2,76,100
2025-04-08T17:00,14.5,35,0.00,3,11.1,77,100
2025-04-08T18:00,13.3,38,0.00,0,11.5,82,7
2025-04-08T19:00,11.9,42,0.00,0,10.3,86,0
2025-04-08T20:00,10.6,48,0.00,0,10.1,90,0
2025-04-08T21:00,9.5,53,0.00,0,9.0,80,0
2025-04-08T22:00,8.8,56,0.00,0,7.8,71,0
2025-04-08T23:00,8.1,60,0.00,0,7.1,60,0
2025-04-09T00:00,7.3,64,0.00,0,7.7,54,0
2025-04-09T01:00,6.5,63,0.00,0,7.1,49,0
2025-04-09T02:00,5.9,66,0.00,0,7.3,40,0
2025-04-09T03:00,5.2,70,0.00,0,7.9,35,0
2025-04-09T04:00,4.6,74,0.00,0,7.8,29,0
2025-04-09T05:00,4.1,77,0.00,0,7.9,27,0
2025-04-09T06:00,3.9,77,0.00,0,8.4,31,0
2025-04-09T07:00,4.8,72,0.00,0,7.0,32,0
2025-04-09T08:00,6.5,66,0.00,1,8.5,36,32
2025-04-09T09:00,8.3,62,0.00,1,10.1,43,23
2025-04-09T10:00,9.9,56,0.00,1,12.0,45,45
2025-04-09T11:00,11.3,51,0.00,2,12.6,47,58
2025-04-09T12:00,12.6,47,0.00,2,13.8,49,59
2025-04-09T13:00,12.1,49,0.00,3,13.4,50,95
2025-04-09T14:00,13.1,47,0.00,1,11.2,53,21
2025-04-09T15:00,13.5,47,0.00,1,11.8,50,25
2025-04-09T16:00,13.4,49,0.00,0,11.8,50,17
2025-04-09T17:00,13.2,51,0.00,0,12.2,49,7
2025-04-09T18:00,12.4,54,0.00,0,12.7,47,12
2025-04-09T19:00,11.5,59,0.00,3,12.4,43,100
2025-04-09T20:00,10.5,64,0.00,1,11.6,42,40
2025-04-09T21:00,9.3,69,0.00,0,11.5,42,9
2025-04-09T22:00,8.0,72,0.00,0,12.0,45,3
2025-04-09T23:00,7.0,74,0.00,0,10.4,44,7
2025-04-10T00:00,6.4,76,0.00,1,9.4,43,25
2025-04-10T01:00,5.9,75,0.00,1,8.0,38,24
2025-04-10T02:00,5.6,77,0.00,1,7.5,35,44
2025-04-10T03:00,5.5,78,0.00,2,7.2,37,59
2025-04-10T04:00,5.7,79,0.00,1,6.5,30,38
2025-04-10T05:00,5.4,82,0.00,0,6.2,7,4
2025-04-10T06:00,5.4,82,0.00,0,6.3,7,4
2025-04-10T07:00,6.5,76,0.00,0,4.9,10,3
2025-04-10T08:00,8.4,68,0.00,0,6.8,32,16
2025-04-10T09:00,10.1,61,0.00,2,8.4,53,52
2025-04-10T10:00,11.3,57,0.00,1,5.9,50,33
2025-04-10T11:00,12.6,53,0.00,1,5.3,52,39
2025-04-10T12:00,14.0,50,0.00,1,4.2,54,31
2025-04-10T13:00,13.7,48,0.00,1,3.8,45,21
2025-04-10T14:00,14.9,45,0.00,0,3.3,41,8
2025-04-10T15:00,15.7,42,0.00,0,3.6,41,0
2025-04-10T16:00,16.0,41,0.00,0,3.0,57,0
2025-04-10T17:00,15.9,42,0.00,0,2.4,63,0
2025-04-10T18:00,15.4,44,0.00,0,2.3,58,0
2025-04-10T19:00,14.8,47,0.00,0,3.5,66,0
2025-04-10T20:00,13.9,52,0.00,0,3.6,99,0
2025-04-10T21:00,13.0,58,0.00,0,2.8,125,0
2025-04-10T22:00,12.2,63,0.00,0,2.7,180,0
2025-04-10T23:00,11.2,69,0.00,0,3.8,211,0
2025-04-11T00:00,10.2,74,0.00,0,5.2,221,0
2025-04-11T01:00,8.9,78,0.00,0,6.0,237,0
2025-04-11T02:00,8.0,84,0.00,0,6.2,244,0
2025-04-11T03:00,7.4,88,0.00,0,6.3,239,0
2025-04-11T04:00,6.9,91,0.00,0,6.3,235,0
2025-04-11T05:00,6.6,92,0.00,0,6.3,239,0
2025-04-11T06:00,6.4,93,0.00,0,6.5,247,5
2025-04-11T07:00,7.6,86,0.00,1,4.3,253,43
2025-04-11T08:00,9.7,74,0.00,0,3.6,250,0
2025-04-11T09:00,12.3,59,0.00,0,3.1,260,0
2025-04-11T10:00,14.8,47,0.00,0,3.4,254,0
2025-04-11T11:00,17.1,38,0.00,0,3.1,263,0
2025-04-11T12:00,18.9,31,0.00,0,2.5,278,0
2025-04-11T13:00,21.1,23,0.00,0,2.4,283,0
2025-04-11T14:00,22.0,21,0.00,0,1.9,311,0
2025-04-11T15:00,22.5,20,0.00,0,2.2,351,0
2025-04-11T16:00,22.6,20,0.00,0,4.0,39,0
2025-04-11T17:00,21.9,23,0.00,0,7.7,74,0
2025-04-11T18:00,20.6,27,0.00,0,10.4,100,0
2025-04-11T19:00,19.2,37,0.00,0,9.9,117,0
2025-04-11T20:00,17.5,45,0.00,0,8.8,110,0
2025-04-11T21:00,16.1,56,0.00,0,6.3,121,0
2025-04-11T22:00,15.1,61,0.00,0,5.3,102,0
2025-04-11T23:00,14.1,61,0.00,0,6.3,93,0
2025-04-12T00:00,13.0,59,0.00,0,6.3,95,0
2025-04-12T01:00,11.4,55,0.00,0,6.3,90,0
2025-04-12T02:00,10.5,56,0.00,0,7.2,68,0
2025-04-12T03:00,9.6,60,0.00,0,7.6,71,0
2025-04-12T04:00,8.9,63,0.00,0,8.1,72,0
2025-04-12T05:00,8.2,68,0.00,0,8.7,68,0
2025-04-12T06:00,8.0,72,0.00,2,9.1,68,67
2025-04-12T07:00,9.1,72,0.00,0,7.9,66,16
2025-04-12T08:00,11.2,65,0.00,3,7.2,72,100
2025-04-12T09:00,13.8,54,0.00,1,6.9,83,43
2025-04-12T10:00,16.5,46,0.00,3,8.1,93,96
2025-04-12T11:00,18.4,42,0.00,3,9.1,115,100
2025-04-12T12:00,19.9,37,0.00,3,10.0,128,100
2025-04-12T13:00,21.8,32,0.00,3,10.6,125,100
2025-04-12T14:00,22.2,27,0.00,3,11.6,143,100
2025-04-12T15:00,22.1,27,0.00,3,12.5,162,100
2025-04-12T16:00,21.5,30,0.00,3,10.6,170,100
2025-04-12T17:00,21.0,31,0.00,3,9.1,170,100
2025-04-12T18:00,19.8,38,0.00,3,9.5,180,100
2025-04-12T19:00,18.6,45,0.00,3,9.6,196,100
2025-04-12T20:00,17.4,50,0.00,3,9.0,210,100
2025-04-12T21:00,16.1,53,0.00,3,9.9,226,100
2025-04-12T22:00,15.2,55,0.00,3,8.7,228,100
2025-04-12T23:00,14.8,55,0.00,3,8.8,223,100
2025-04-13T00:00,14.3,57,0.00,3,9.8,221,100
2025-04-13T01:00,14.5,59,0.00,3,9.5,255,100
2025-04-13T02:00,14.2,64,0.10,51,9.8,288,73
2025-04-13T03:00,13.5,65,0.00,2,9.1,278,63
2025-04-13T04:00,12.9,68,0.00,2,9.2,263,63
2025-04-13T05:00,11.9,74,0.00,1,10.9,257,27
2025-04-13T06:00,11.0,79,0.00,0,10.9,253,19
2025-04-13T07:00,11.2,79,0.00,1,11.2,254,27
2025-04-13T08:00,12.0,71,0.00,0,10.6,252,10
2025-04-13T09:00,13.2,59,0.00,0,10.2,253,2
2025-04-13T10:00,14.4,52,0.00,0,10.9,243,19
2025-04-13T11:00,16.2,40,0.00,2,14.2,244,69
2025-04-13T12:00,16.3,43,0.00,2,15.7,238,76
2025-04-13T13:00,16.5,41,0.00,2,14.8,234,59
2025-04-13T14:00,15.8,44,0.10,51,16.6,236,93
2025-04-13T15:00,14.6,54,0.10,51,13.9,260,97
2025-04-13T16:00,15.2,51,0.00,3,11.2,264,100
2025-04-13T17:00,14.8,49,0.00,3,14.8,254,100
2025-04-13T18:00,14.1,46,0.00,3,13.9,243,98
2025-04-13T19:00,13.1,45,0.00,3,13.2,250,100
2025-04-13T20:00,12.2,52,0.00,3,10.1,264,100
2025-04-13T21:00,11.7,56,0.00,3,7.0,270,90
2025-04-13T22:00,11.1,64,0.00,3,8.6,237,91
2025-04-13T23:00,10.3,68,0.00,0,8.9,232,5
2025-04-14T00:00,9.5,75,0.00,0,8.4,220,1
2025-04-14T01:00,8.4,79,0.00,0,8.8,229,1
2025-04-14T02:00,7.7,83,0.00,0,7.3,226,1
2025-04-14T03:00,7.2,86,0.00,0,7.4,212,2
2025-04-14T04:00,6.8,87,0.00,0,7.7,205,0
2025-04-14T05:00,6.4,90,0.00,0,7.5,200,0
2025-04-14T06:00,6.6,89,0.00,0,7.4,194,3
2025-04-14T07:00,8.1,82,0.00,0,5.9,191,2
2025-04-14T08:00,10.2,72,0.00,2,7.6,194,68
2025-04-14T09:00,12.3,57,0.00,3,13.3,190,100
2025-04-14T10:00,13.1,52,0.00,3,15.6,188,100
2025-04-14T11:00,13.3,52,0.00,3,17.4,185,100
2025-04-14T12:00,13.7,52,0.10,51,17.6,186,100
2025-04-14T13:00,14.9,45,0.00,3,16.6,184,100
2025-04-14T14:00,15.1,44,0.00,3,15.6,186,100
2025-04-14T15:00,14.5,50,0.00,3,17.1,168,100
2025-04-14T16:00,14.5,52,0.00,3,12.5,168,100
2025-04-14T17:00,14.4,51,0.00,3,12.1,173,99
2025-04-14T18:00,13.8,54,0.00,3,9.9,170,91
2025-04-14T19:00,13.3,57,0.00,3,8.0,160,100
2025-04-14T20:00,12.9,61,0.00,3,6.5,136,99
2025-04-14T21:00,12.6,63,0.00,3,6.7,121,100
2025-04-14T22:00,12.4,66,0.00,3,5.6,97,100
2025-04-14T23:00,11.7,74,0.60,53,5.4,82,100
2025-04-15T00:00,11.3,83,0.80,53,6.3,85,100
2025-04-15T01:00,11.1,82,0.50,53,4.9,86,100
2025-04-15T02:00,10.6,91,1.30,61,5.7,53,100
2025-04-15T03:00,10.3,94,1.90,61,7.6,47,100
2025-04-15T04:00,10.2,95,1.40,61,8.4,40,100
2025-04-15T05:00,10.0,95,0.70,53,7.2,37,100
2025-04-15T06:00,9.9,96,0.80,53,6.4,27,100
2025-04-15T07:00,10.2,94,0.20,51,5.5,27,100
